Date, Prices, Generation forecast, System load forecast
2019-04-19 18:00:00,38.13,59916.0,47300.0
2019-04-19 19:00:00,38.4,59432.0,48250.0
2019-04-19 20:00:00,43.2,58844.0,47600.0
2019-04-19 21:00:00,44.39,58252.0,48400.0
2019-04-19 22:00:00,44.0,57673.0,47700.0
2019-04-19 23:00:00,42.0,56637.0,50300.0
2019-04-20 00:00:00,35.48,53392.0,48500.0
2019-04-20 01:00:00,31.57,52030.0,44750.0
2019-04-20 02:00:00,30.0,50791.0,43100.0
2019-04-20 03:00:00,27.13,49528.0,40050.0
2019-04-20 04:00:00,25.75,48049.0,38200.0
2019-04-20 05:00:00,27.02,48153.0,37750.0
2019-04-20 06:00:00,28.46,50381.0,38750.0
2019-04-20 07:00:00,30.0,52311.0,39550.0
2019-04-20 08:00:00,35.26,54739.0,42000.0
2019-04-20 09:00:00,37.7,56306.0,44850.0
2019-04-20 10:00:00,31.03,57488.0,45700.0
2019-04-20 11:00:00,28.38,56357.0,45700.0
2019-04-20 12:00:00,26.91,56001.0,46700.0
2019-04-20 13:00:00,22.8,54457.0,47300.0
2019-04-20 14:00:00,21.03,53539.0,45050.0
2019-04-20 15:00:00,20.0,53084.0,43550.0
2019-04-20 16:00:00,21.65,52599.0,42100.0
2019-04-20 17:00:00,22.45,51735.0,40750.0
2019-04-20 18:00:00,27.57,52848.0,41350.0
2019-04-20 19:00:00,31.17,54126.0,42400.0
2019-04-20 20:00:00,38.89,55263.0,42350.0
2019-04-20 21:00:00,43.41,55323.0,44100.0
2019-04-20 22:00:00,42.5,55348.0,43850.0
2019-04-20 23:00:00,41.37,55517.0,47550.0
2019-04-21 00:00:00,36.95,52774.0,45100.0
2019-04-21 01:00:00,34.02,51740.0,41650.0
2019-04-21 02:00:00,30.23,50457.0,40200.0
2019-04-21 03:00:00,28.62,48929.0,37150.0
2019-04-21 04:00:00,30.0,47077.0,35450.0
2019-04-21 05:00:00,30.35,46756.0,34800.0
2019-04-21 06:00:00,33.4,46782.0,35050.0
2019-04-21 07:00:00,32.19,48184.0,34600.0
2019-04-21 08:00:00,34.0,50527.0,36650.0
2019-04-21 09:00:00,32.23,51222.0,39250.0
2019-04-21 10:00:00,29.1,50691.0,41150.0
2019-04-21 11:00:00,29.05,50270.0,42300.0
2019-04-21 12:00:00,27.47,49389.0,43500.0
2019-04-21 13:00:00,10.0,48698.0,43650.0
2019-04-21 14:00:00,6.27,46791.0,40600.0
2019-04-21 15:00:00,9.7,46774.0,38500.0
2019-04-21 16:00:00,22.4,48126.0,37100.0
2019-04-21 17:00:00,29.47,49142.0,36250.0
2019-04-21 18:00:00,40.7,50374.0,37700.0
2019-04-21 19:00:00,45.01,51031.0,39900.0
2019-04-21 20:00:00,46.08,51909.0,40800.0
2019-04-21 21:00:00,44.16,52404.0,42900.0
2019-04-21 22:00:00,41.38,53188.0,42950.0
2019-04-21 23:00:00,38.34,53013.0,46250.0
2019-04-22 00:00:00,27.79,49435.0,44200.0
2019-04-22 01:00:00,19.18,48206.0,41200.0
2019-04-22 02:00:00,13.0,46867.0,40200.0
2019-04-22 03:00:00,10.01,45412.0,37400.0
2019-04-22 04:00:00,10.53,45112.0,36000.0
2019-04-22 05:00:00,9.54,44794.0,36050.0
2019-04-22 06:00:00,10.01,44974.0,36800.0
2019-04-22 07:00:00,7.74,45701.0,36700.0
2019-04-22 08:00:00,14.35,47884.0,38250.0
2019-04-22 09:00:00,11.76,47957.0,41000.0
2019-04-22 10:00:00,7.32,46240.0,42700.0
2019-04-22 11:00:00,5.0,45209.0,43600.0
2019-04-22 12:00:00,10.71,45941.0,44900.0
2019-04-22 13:00:00,5.44,44904.0,44700.0
2019-04-22 14:00:00,0.07,43016.0,42050.0
2019-04-22 15:00:00,-4.1,41277.0,39850.0
2019-04-22 16:00:00,-0.5,40592.0,38750.0
2019-04-22 17:00:00,3.06,40503.0,38150.0
2019-04-22 18:00:00,10.7,44667.0,39850.0
2019-04-22 19:00:00,23.01,47593.0,42350.0
2019-04-22 20:00:00,24.66,48042.0,43200.0
2019-04-22 21:00:00,20.32,48028.0,44850.0
2019-04-22 22:00:00,12.92,48813.0,44750.0
2019-04-22 23:00:00,8.02,48089.0,47300.0
2019-04-23 00:00:00,8.41,45673.0,44800.0
2019-04-23 01:00:00,6.76,43274.0,41800.0
2019-04-23 02:00:00,2.76,42035.0,40650.0
2019-04-23 03:00:00,1.85,41228.0,38050.0
2019-04-23 04:00:00,3.51,42285.0,37000.0
2019-04-23 05:00:00,14.22,45730.0,39000.0
2019-04-23 06:00:00,29.45,53551.0,43350.0
2019-04-23 07:00:00,40.6,56749.0,47700.0
2019-04-23 08:00:00,41.38,57817.0,51650.0
2019-04-23 09:00:00,38.68,57820.0,53650.0
2019-04-23 10:00:00,24.46,57985.0,54500.0
2019-04-23 11:00:00,30.11,57718.0,54850.0
2019-04-23 12:00:00,30.11,57902.0,55450.0
2019-04-23 13:00:00,32.5,56798.0,55300.0
2019-04-23 14:00:00,25.62,56189.0,53650.0
2019-04-23 15:00:00,28.27,55687.0,52450.0
2019-04-23 16:00:00,19.81,55562.0,51550.0
2019-04-23 17:00:00,33.49,56864.0,50300.0
2019-04-23 18:00:00,40.02,56915.0,50700.0
2019-04-23 19:00:00,42.88,57272.0,51900.0
2019-04-23 20:00:00,42.84,57528.0,50400.0
2019-04-23 21:00:00,41.69,57858.0,50500.0
2019-04-23 22:00:00,36.35,57635.0,49100.0
2019-04-23 23:00:00,30.71,56441.0,51650.0
2019-04-24 00:00:00,27.8,54817.0,48350.0
2019-04-24 01:00:00,26.71,53410.0,44800.0
2019-04-24 02:00:00,24.73,51770.0,43500.0
2019-04-24 03:00:00,18.38,50872.0,40550.0
2019-04-24 04:00:00,25.01,50793.0,39100.0
2019-04-24 05:00:00,27.53,52594.0,40050.0
2019-04-24 06:00:00,32.08,58149.0,43650.0
2019-04-24 07:00:00,43.18,61027.0,47500.0
2019-04-24 08:00:00,43.85,62371.0,51150.0
2019-04-24 09:00:00,41.97,64115.0,53550.0
2019-04-24 10:00:00,38.85,65407.0,54250.0
2019-04-24 11:00:00,34.43,66033.0,54700.0
2019-04-24 12:00:00,29.99,66147.0,55100.0
2019-04-24 13:00:00,32.52,65955.0,55200.0
2019-04-24 14:00:00,31.6,65389.0,53850.0
2019-04-24 15:00:00,30.59,64492.0,52350.0
2019-04-24 16:00:00,31.61,63583.0,51050.0
2019-04-24 17:00:00,31.53,62724.0,49600.0
2019-04-24 18:00:00,34.4,62517.0,50350.0
2019-04-24 19:00:00,39.45,62380.0,51900.0
2019-04-24 20:00:00,42.08,61854.0,50550.0
2019-04-24 21:00:00,41.29,61632.0,50500.0
2019-04-24 22:00:00,38.34,61049.0,49550.0
2019-04-24 23:00:00,33.46,60089.0,51900.0
2019-04-25 00:00:00,29.1,56951.0,49150.0
2019-04-25 01:00:00,26.1,56227.0,45850.0
2019-04-25 02:00:00,12.69,55915.0,44700.0
2019-04-25 03:00:00,5.48,54550.0,41900.0
2019-04-25 04:00:00,0.51,54521.0,40450.0
2019-04-25 05:00:00,5.53,55629.0,41750.0
2019-04-25 06:00:00,19.46,58812.0,45650.0
2019-04-25 07:00:00,24.04,63377.0,49850.0
2019-04-25 08:00:00,39.12,66219.0,53350.0
2019-04-25 09:00:00,38.06,67420.0,55050.0
2019-04-25 10:00:00,33.09,67514.0,55350.0
2019-04-25 11:00:00,37.65,67355.0,55450.0
2019-04-25 12:00:00,35.65,66474.0,55700.0
2019-04-25 13:00:00,32.0,66174.0,55700.0
2019-04-25 14:00:00,30.5,64974.0,54100.0
2019-04-25 15:00:00,27.35,63434.0,52000.0
2019-04-25 16:00:00,26.98,61858.0,50400.0
2019-04-25 17:00:00,25.69,61654.0,49300.0
2019-04-25 18:00:00,32.32,61301.0,50550.0
2019-04-25 19:00:00,38.08,60848.0,52450.0
2019-04-25 20:00:00,40.84,60433.0,51400.0
2019-04-25 21:00:00,46.36,60416.0,51250.0
2019-04-25 22:00:00,42.21,60432.0,50100.0
2019-04-25 23:00:00,39.04,58919.0,52600.0
2019-04-26 00:00:00,37.0,57151.0,51150.0
2019-04-26 01:00:00,35.0,55750.0,47950.0
2019-04-26 02:00:00,32.12,54747.0,47300.0
2019-04-26 03:00:00,27.98,53680.0,44650.0
2019-04-26 04:00:00,25.77,53059.0,43150.0
2019-04-26 05:00:00,29.99,55636.0,44600.0
2019-04-26 06:00:00,41.5,58490.0,48400.0
2019-04-26 07:00:00,50.79,61574.0,52700.0
2019-04-26 08:00:00,56.38,63278.0,56300.0
2019-04-26 09:00:00,52.94,64242.0,58150.0
2019-04-26 10:00:00,49.93,64942.0,58100.0
2019-04-26 11:00:00,46.94,65200.0,57600.0
2019-04-26 12:00:00,43.96,65373.0,57150.0
2019-04-26 13:00:00,42.16,65226.0,56850.0
2019-04-26 14:00:00,40.35,64485.0,54850.0
2019-04-26 15:00:00,38.53,63156.0,52600.0
2019-04-26 16:00:00,32.41,62302.0,50850.0
2019-04-26 17:00:00,30.49,62039.0,49700.0
2019-04-26 18:00:00,40.07,61926.0,50400.0
2019-04-26 19:00:00,42.51,61615.0,51750.0
2019-04-26 20:00:00,40.82,61080.0,50900.0
2019-04-26 21:00:00,42.54,60894.0,51550.0
2019-04-26 22:00:00,41.97,61529.0,51200.0
2019-04-26 23:00:00,37.05,61729.0,53700.0
2019-04-27 00:00:00,32.02,59640.0,51000.0
2019-04-27 01:00:00,30.1,56634.0,47650.0
2019-04-27 02:00:00,29.05,53681.0,46300.0
2019-04-27 03:00:00,28.04,51979.0,43000.0
2019-04-27 04:00:00,13.82,51078.0,41100.0
2019-04-27 05:00:00,13.38,51932.0,40850.0
2019-04-27 06:00:00,16.47,54208.0,42150.0
2019-04-27 07:00:00,15.45,55209.0,43050.0
2019-04-27 08:00:00,21.34,57822.0,46100.0
2019-04-27 09:00:00,27.47,60289.0,49300.0
2019-04-27 10:00:00,31.22,59943.0,51000.0
2019-04-27 11:00:00,29.04,60352.0,51150.0
2019-04-27 12:00:00,30.48,60158.0,52250.0
2019-04-27 13:00:00,26.47,59729.0,52200.0
2019-04-27 14:00:00,21.58,59171.0,49600.0
2019-04-27 15:00:00,13.89,57151.0,47800.0
2019-04-27 16:00:00,11.76,55939.0,45950.0
2019-04-27 17:00:00,10.49,55496.0,45050.0
2019-04-27 18:00:00,24.13,57201.0,46050.0
2019-04-27 19:00:00,20.59,58072.0,48000.0
2019-04-27 20:00:00,30.14,59642.0,47650.0
2019-04-27 21:00:00,37.31,61015.0,49000.0
2019-04-27 22:00:00,36.36,60888.0,49000.0
2019-04-27 23:00:00,31.57,60293.0,52300.0
2019-04-28 00:00:00,32.57,55192.0,49400.0
2019-04-28 01:00:00,30.74,51745.0,46400.0
2019-04-28 02:00:00,30.0,50853.0,45100.0
2019-04-28 03:00:00,29.0,49888.0,41950.0
2019-04-28 04:00:00,27.28,49180.0,40200.0
2019-04-28 05:00:00,27.69,48946.0,39750.0
2019-04-28 06:00:00,23.82,49053.0,40400.0
2019-04-28 07:00:00,26.16,49962.0,40600.0
2019-04-28 08:00:00,32.05,52466.0,42800.0
2019-04-28 09:00:00,31.42,55781.0,45700.0
2019-04-28 10:00:00,32.86,57557.0,47950.0
2019-04-28 11:00:00,32.69,58254.0,48950.0
2019-04-28 12:00:00,33.73,58062.0,50100.0
2019-04-28 13:00:00,30.0,56121.0,49900.0
2019-04-28 14:00:00,28.0,54311.0,46450.0
2019-04-28 15:00:00,28.0,53224.0,44150.0
2019-04-28 16:00:00,28.09,52484.0,42850.0
2019-04-28 17:00:00,32.38,52336.0,42600.0
2019-04-28 18:00:00,41.07,55477.0,44500.0
2019-04-28 19:00:00,43.31,57011.0,47600.0
2019-04-28 20:00:00,43.83,57495.0,48900.0
2019-04-28 21:00:00,46.07,56707.0,49950.0
2019-04-28 22:00:00,47.76,56718.0,49400.0
2019-04-28 23:00:00,44.56,56252.0,52150.0
2019-04-29 00:00:00,38.53,55471.0,50300.0
2019-04-29 01:00:00,36.22,54429.0,47550.0
2019-04-29 02:00:00,35.57,54476.0,46800.0
2019-04-29 03:00:00,35.01,53931.0,44300.0
2019-04-29 04:00:00,34.18,54549.0,43550.0
2019-04-29 05:00:00,36.57,56139.0,45750.0
2019-04-29 06:00:00,46.82,60357.0,50650.0
2019-04-29 07:00:00,52.77,63056.0,56100.0
2019-04-29 08:00:00,56.71,64888.0,59050.0
2019-04-29 09:00:00,51.3,65952.0,59700.0
2019-04-29 10:00:00,46.99,66757.0,59100.0
2019-04-29 11:00:00,45.61,66950.0,58750.0
2019-04-29 12:00:00,44.06,66729.0,58450.0
2019-04-29 13:00:00,43.0,65720.0,57800.0
2019-04-29 14:00:00,40.67,65020.0,55850.0
2019-04-29 15:00:00,39.41,64222.0,53200.0
2019-04-29 16:00:00,31.9,63131.0,51300.0
2019-04-29 17:00:00,33.96,63235.0,49800.0
2019-04-29 18:00:00,40.88,63705.0,50800.0
2019-04-29 19:00:00,46.78,63434.0,53200.0
2019-04-29 20:00:00,42.48,62668.0,52150.0
2019-04-29 21:00:00,46.81,62310.0,53200.0
2019-04-29 22:00:00,44.86,62420.0,52250.0
2019-04-29 23:00:00,38.43,60493.0,55300.0
2019-04-30 00:00:00,34.0,58646.0,52650.0
2019-04-30 01:00:00,36.07,56743.0,49750.0
2019-04-30 02:00:00,35.0,56274.0,48850.0
2019-04-30 03:00:00,35.24,55313.0,46200.0
2019-04-30 04:00:00,34.44,56206.0,45200.0
2019-04-30 05:00:00,36.59,58399.0,47000.0
2019-04-30 06:00:00,45.62,61800.0,51450.0
2019-04-30 07:00:00,52.14,64389.0,56400.0
2019-04-30 08:00:00,60.0,66488.0,58900.0
2019-04-30 09:00:00,51.47,67133.0,59250.0
2019-04-30 10:00:00,47.43,67556.0,57700.0
2019-04-30 11:00:00,44.85,67434.0,56600.0
2019-04-30 12:00:00,40.85,66696.0,55950.0
2019-04-30 13:00:00,36.49,66076.0,55500.0
2019-04-30 14:00:00,34.98,65120.0,53550.0
2019-04-30 15:00:00,34.94,64213.0,51050.0
2019-04-30 16:00:00,35.34,63239.0,49350.0
2019-04-30 17:00:00,41.3,63260.0,48050.0
2019-04-30 18:00:00,47.09,63696.0,48900.0
2019-04-30 19:00:00,54.4,63308.0,50950.0
2019-04-30 20:00:00,51.76,62861.0,49600.0
2019-04-30 21:00:00,48.71,62940.0,50600.0
2019-04-30 22:00:00,46.28,63245.0,49600.0
2019-04-30 23:00:00,43.41,61429.0,52700.0
2019-05-01 00:00:00,38.0,55284.0,49750.0
2019-05-01 01:00:00,35.2,53116.0,46150.0
2019-05-01 02:00:00,32.64,51483.0,45050.0
2019-05-01 03:00:00,31.16,49976.0,42050.0
2019-05-01 04:00:00,26.51,49512.0,39900.0
2019-05-01 05:00:00,29.93,49356.0,39350.0
2019-05-01 06:00:00,24.71,49924.0,39550.0
2019-05-01 07:00:00,29.19,50894.0,39650.0
2019-05-01 08:00:00,23.88,52167.0,41350.0
2019-05-01 09:00:00,31.0,54158.0,42950.0
2019-05-01 10:00:00,30.62,52857.0,44250.0
2019-05-01 11:00:00,29.58,52939.0,45050.0
2019-05-01 12:00:00,28.6,52469.0,46450.0
2019-05-01 13:00:00,21.2,50491.0,45800.0
2019-05-01 14:00:00,14.62,48645.0,42850.0
2019-05-01 15:00:00,7.18,48078.0,40200.0
2019-05-01 16:00:00,10.19,47589.0,38800.0
2019-05-01 17:00:00,22.88,50670.0,38400.0
2019-05-01 18:00:00,30.72,53896.0,40050.0
2019-05-01 19:00:00,35.55,54249.0,43000.0
2019-05-01 20:00:00,37.81,54406.0,43300.0
2019-05-01 21:00:00,37.79,54128.0,44350.0
2019-05-01 22:00:00,38.76,54205.0,44950.0
2019-05-01 23:00:00,32.49,53506.0,48300.0
2019-05-02 00:00:00,32.16,51728.0,46550.0
2019-05-02 01:00:00,29.7,50392.0,43700.0
2019-05-02 02:00:00,29.16,49103.0,42950.0
2019-05-02 03:00:00,27.69,48201.0,40350.0
2019-05-02 04:00:00,26.97,48759.0,39550.0
2019-05-02 05:00:00,31.93,51027.0,41600.0
2019-05-02 06:00:00,41.75,55553.0,45900.0
2019-05-02 07:00:00,45.52,58790.0,50500.0
2019-05-02 08:00:00,47.18,60197.0,54000.0
2019-05-02 09:00:00,43.3,62200.0,55700.0
2019-05-02 10:00:00,41.63,61925.0,56350.0
2019-05-02 11:00:00,40.14,61805.0,56900.0
2019-05-02 12:00:00,39.07,61637.0,58050.0
2019-05-02 13:00:00,38.17,60547.0,58450.0
2019-05-02 14:00:00,37.2,60390.0,57000.0
2019-05-02 15:00:00,37.0,59440.0,54750.0
2019-05-02 16:00:00,37.48,59772.0,53200.0
2019-05-02 17:00:00,40.41,62110.0,51850.0
2019-05-02 18:00:00,45.98,62336.0,52600.0
2019-05-02 19:00:00,47.18,62985.0,54300.0
2019-05-02 20:00:00,45.1,62598.0,52700.0
2019-05-02 21:00:00,43.12,62679.0,52050.0
2019-05-02 22:00:00,44.72,62411.0,51650.0
2019-05-02 23:00:00,41.71,59139.0,54300.0
2019-05-03 00:00:00,33.29,55786.0,51350.0
2019-05-03 01:00:00,34.9,53719.0,47750.0
2019-05-03 02:00:00,33.6,52673.0,46450.0
2019-05-03 03:00:00,32.48,51750.0,43250.0
2019-05-03 04:00:00,33.1,51730.0,41550.0
2019-05-03 05:00:00,35.96,52995.0,43000.0
2019-05-03 06:00:00,41.95,58062.0,46300.0
2019-05-03 07:00:00,46.99,61039.0,50800.0
2019-05-03 08:00:00,50.1,62208.0,54500.0
2019-05-03 09:00:00,47.94,63270.0,56200.0
2019-05-03 10:00:00,46.9,63910.0,56700.0
2019-05-03 11:00:00,46.47,63988.0,56350.0
2019-05-03 12:00:00,43.7,63679.0,56850.0
2019-05-03 13:00:00,40.64,62706.0,56600.0
2019-05-03 14:00:00,37.98,60901.0,54950.0
2019-05-03 15:00:00,35.61,59578.0,52850.0
2019-05-03 16:00:00,35.47,58760.0,51000.0
2019-05-03 17:00:00,38.89,60229.0,50050.0
2019-05-03 18:00:00,42.01,61199.0,51000.0
2019-05-03 19:00:00,43.96,61364.0,52300.0
2019-05-03 20:00:00,44.57,61283.0,51150.0
2019-05-03 21:00:00,44.92,61590.0,51200.0
2019-05-03 22:00:00,45.37,61589.0,51350.0
2019-05-03 23:00:00,42.01,59949.0,54350.0
2019-05-04 00:00:00,39.72,57321.0,51150.0
2019-05-04 01:00:00,37.26,55098.0,47650.0
2019-05-04 02:00:00,35.56,53734.0,46200.0
2019-05-04 03:00:00,34.9,51904.0,43100.0
2019-05-04 04:00:00,34.98,51765.0,41600.0
2019-05-04 05:00:00,34.51,52315.0,41700.0
2019-05-04 06:00:00,35.59,52773.0,43150.0
2019-05-04 07:00:00,40.87,54069.0,44350.0
2019-05-04 08:00:00,45.0,56682.0,47350.0
2019-05-04 09:00:00,45.07,59858.0,50500.0
2019-05-04 10:00:00,43.62,61628.0,52000.0
2019-05-04 11:00:00,42.65,62689.0,52250.0
2019-05-04 12:00:00,40.56,62842.0,53350.0
2019-05-04 13:00:00,36.98,61198.0,53350.0
2019-05-04 14:00:00,34.95,59964.0,50950.0
2019-05-04 15:00:00,31.14,59346.0,48750.0
2019-05-04 16:00:00,28.59,58780.0,47200.0
2019-05-04 17:00:00,30.0,57937.0,46300.0
2019-05-04 18:00:00,34.59,57802.0,47950.0
2019-05-04 19:00:00,38.53,59656.0,49700.0
2019-05-04 20:00:00,44.81,60558.0,49600.0
2019-05-04 21:00:00,45.5,61051.0,50450.0
2019-05-04 22:00:00,45.92,61473.0,51150.0
2019-05-04 23:00:00,44.3,60742.0,54850.0
2019-05-05 00:00:00,35.19,58339.0,52800.0
2019-05-05 01:00:00,32.02,56675.0,49650.0
2019-05-05 02:00:00,29.15,54500.0,48750.0
2019-05-05 03:00:00,29.33,52594.0,45600.0
2019-05-05 04:00:00,26.47,52353.0,44150.0
2019-05-05 05:00:00,26.1,52287.0,44000.0
2019-05-05 06:00:00,28.05,52349.0,44200.0
2019-05-05 07:00:00,29.01,53466.0,44500.0
2019-05-05 08:00:00,31.35,54752.0,46600.0
2019-05-05 09:00:00,31.62,56848.0,48950.0
2019-05-05 10:00:00,30.38,58421.0,50500.0
2019-05-05 11:00:00,29.98,59126.0,51050.0
2019-05-05 12:00:00,30.62,59417.0,52050.0
2019-05-05 13:00:00,29.26,57090.0,51500.0
2019-05-05 14:00:00,19.01,55764.0,48100.0
2019-05-05 15:00:00,18.58,55003.0,45500.0
2019-05-05 16:00:00,21.72,54030.0,43600.0
2019-05-05 17:00:00,27.43,53523.0,43550.0
2019-05-05 18:00:00,32.44,57527.0,45850.0
2019-05-05 19:00:00,38.47,59429.0,49250.0
2019-05-05 20:00:00,42.03,60485.0,50250.0
2019-05-05 21:00:00,45.06,60235.0,51200.0
2019-05-05 22:00:00,46.47,60510.0,52000.0
2019-05-05 23:00:00,42.1,60283.0,55200.0
2019-05-06 00:00:00,41.11,56371.0,53750.0
2019-05-06 01:00:00,36.97,54879.0,51200.0
2019-05-06 02:00:00,36.18,54027.0,50650.0
2019-05-06 03:00:00,35.0,53309.0,48300.0
2019-05-06 04:00:00,33.87,53529.0,47650.0
2019-05-06 05:00:00,36.35,56519.0,49650.0
2019-05-06 06:00:00,45.85,60549.0,53800.0
2019-05-06 07:00:00,51.63,63364.0,59050.0
2019-05-06 08:00:00,48.84,64843.0,62000.0
2019-05-06 09:00:00,45.22,66402.0,62550.0
2019-05-06 10:00:00,45.18,67069.0,61450.0
2019-05-06 11:00:00,45.77,66992.0,60250.0
